"start_date"	"filter_id"
2021-06-21 21:00:00	"087018cb-d16f-497d-82f2-83b107b5fa7f"
2021-06-23 21:00:00	"86858eb6-e3ac-45e8-9336-d452019fd687"
2021-06-24 03:00:00	"4159b33d-034b-47d4-8dbf-3da6f1dead9b"
