"id"	"date"	"quantile"	"beads_fsc_small"	"beads_D1"	"beads_D2"	"width"	"notch_small_D1"	"notch_small_D2"	"notch_large_D1"	"notch_large_D2"	"offset_small_D1"	"offset_small_D2"	"offset_large_D1"	"offset_large_D2"
"1cabb0ff-b744-4a2f-9073-0260060ea681"	"2024-02-09T20:40:03+00:00"	"2.5"	"44851.5"	"22528"	"17344"	"15000"	"0.614"	"0.498"	"1.64"	"1.637"	"-5000"	"-5000"	"-51028"	"-56078"
"1cabb0ff-b744-4a2f-9073-0260060ea681"	"2024-02-09T20:40:03+00:00"	"50"	"46189.5"	"20152"	"15728"	"15000"	"0.545"	"0.449"	"1.635"	"1.632"	"-5000"	"-5000"	"-55368"	"-59653"
"1cabb0ff-b744-4a2f-9073-0260060ea681"	"2024-02-09T20:40:03+00:00"	"97.5"	"47527.5"	"17776"	"14112"	"15000"	"0.479"	"0.402"	"1.63"	"1.627"	"-5000"	"-5000"	"-59694"	"-63215"
"a6621031-fcdb-4980-b27e-4943036b53e4"	"2024-02-09T20:40:03+00:00"	"2.5"	"42324.75"	"5712"	"5504"	"15000"	"0.253"	"0.248"	"1.64"	"1.637"	"-5000"	"-5000"	"-63701"	"-63782"
"a6621031-fcdb-4980-b27e-4943036b53e4"	"2024-02-09T20:40:03+00:00"	"50"	"43501.5"	"4528"	"3600"	"15000"	"0.219"	"0.198"	"1.635"	"1.632"	"-5000"	"-5000"	"-66597"	"-67394"
"a6621031-fcdb-4980-b27e-4943036b53e4"	"2024-02-09T20:40:03+00:00"	"97.5"	"44678.25"	"3344"	"1696"	"15000"	"0.187"	"0.15"	"1.63"	"1.627"	"-5000"	"-5000"	"-69482"	"-70996"
"9602d81a-e794-458a-8c18-141dbd74acc2"	"2024-02-09T20:40:03+00:00"	"2.5"	"43759.25"	"5440"	"1248"	"15000"	"0.239"	"0.143"	"1.64"	"1.637"	"-5000"	"-5000"	"-66325"	"-70386"
"9602d81a-e794-458a-8c18-141dbd74acc2"	"2024-02-09T20:40:03+00:00"	"50"	"44675"	"4736"	"624"	"15000"	"0.218"	"0.126"	"1.635"	"1.632"	"-5000"	"-5000"	"-68308"	"-72286"
"9602d81a-e794-458a-8c18-141dbd74acc2"	"2024-02-09T20:40:03+00:00"	"97.5"	"45590.75"	"4032"	"0"	"15000"	"0.198"	"0.11"	"1.63"	"1.627"	"-5000"	"-5000"	"-70281"	"-74176"
"4017bd5a-8a0b-4a98-8bc5-c29fcd01b95b"	"2024-02-09T20:40:03+00:00"	"2.5"	"35135.75"	"4448"	"0"	"15000"	"0.269"	"0.142"	"1.64"	"1.637"	"-5000"	"-5000"	"-53175"	"-57517"
