"id"	"date"	"quantile"	"beads_fsc_small"	"beads_D1"	"beads_D2"	"width"	"notch_small_D1"	"notch_small_D2"	"notch_large_D1"	"notch_large_D2"	"offset_small_D1"	"offset_small_D2"	"offset_large_D1"	"offset_large_D2"
"32cf5c31-9f35-4593-bd1f-9d61bb8a9668"	"2024-01-29T22:15:26+00:00"	"2.5"	"44132"	"36804"	"38232"	"15000"	"0.947"	"0.98"	"1.904"	"2.034"	"-5000"	"-5000"	"-47223"	"-51532"
"32cf5c31-9f35-4593-bd1f-9d61bb8a9668"	"2024-01-29T22:15:26+00:00"	"50"	"44516"	"36048"	"36712"	"15000"	"0.922"	"0.937"	"1.91"	"2.04"	"-5000"	"-5000"	"-48978"	"-54101"
"32cf5c31-9f35-4593-bd1f-9d61bb8a9668"	"2024-01-29T22:15:26+00:00"	"97.5"	"44900"	"35292"	"35192"	"15000"	"0.897"	"0.895"	"1.915"	"2.047"	"-5000"	"-5000"	"-50692"	"-56718"
"6a0293fb-80c9-4404-9c84-6fa5ac0b8545"	"2024-01-29T22:15:26+00:00"	"2.5"	"41278"	"45252"	"45144"	"15000"	"1.217"	"1.215"	"1.904"	"2.034"	"-5000"	"-5000"	"-33341"	"-38815"
"6a0293fb-80c9-4404-9c84-6fa5ac0b8545"	"2024-01-29T22:15:26+00:00"	"50"	"42480"	"43824"	"43408"	"15000"	"1.149"	"1.14"	"1.91"	"2.04"	"-5000"	"-5000"	"-37313"	"-43251"
"6a0293fb-80c9-4404-9c84-6fa5ac0b8545"	"2024-01-29T22:15:26+00:00"	"97.5"	"43682"	"42396"	"41672"	"15000"	"1.085"	"1.068"	"1.915"	"2.047"	"-5000"	"-5000"	"-41255"	"-47745"
"95b9350e-6cda-47e1-a37e-607f1c5a11d6"	"2024-01-29T22:15:26+00:00"	"2.5"	"52332"	"45976"	"40456"	"15000"	"0.974"	"0.869"	"1.904"	"2.034"	"-5000"	"-5000"	"-53664"	"-65987"
"95b9350e-6cda-47e1-a37e-607f1c5a11d6"	"2024-01-29T22:15:26+00:00"	"50"	"53368"	"45024"	"38920"	"15000"	"0.937"	"0.823"	"1.91"	"2.04"	"-5000"	"-5000"	"-56909"	"-69951"
"95b9350e-6cda-47e1-a37e-607f1c5a11d6"	"2024-01-29T22:15:26+00:00"	"97.5"	"54404"	"44072"	"37384"	"15000"	"0.902"	"0.779"	"1.915"	"2.047"	"-5000"	"-5000"	"-60112"	"-73981"
"82374c1e-856f-489d-8da0-1fe7859c9485"	"2024-01-29T22:15:27+00:00"	"2.5"	"38312"	"46032"	"45152"	"15000"	"1.332"	"1.309"	"1.904"	"2.034"	"-5000"	"-5000"	"-26914"	"-32775"
"82374c1e-856f-489d-8da0-1fe7859c9485"	"2024-01-29T22:15:27+00:00"	"50"	"38848"	"45456"	"44464"	"15000"	"1.299"	"1.273"	"1.91"	"2.04"	"-5000"	"-5000"	"-28744"	"-34786"
"82374c1e-856f-489d-8da0-1fe7859c9485"	"2024-01-29T22:15:27+00:00"	"97.5"	"39384"	"44880"	"43776"	"15000"	"1.267"	"1.238"	"1.915"	"2.047"	"-5000"	"-5000"	"-30540"	"-36843"
"78139178-fb44-421e-9e1d-36f95f81e142"	"2024-01-29T22:15:27+00:00"	"2.5"	"44112"	"31352"	"34200"	"15000"	"0.824"	"0.889"	"1.904"	"2.034"	"-5000"	"-5000"	"-52637"	"-55524"
"78139178-fb44-421e-9e1d-36f95f81e142"	"2024-01-29T22:15:27+00:00"	"50"	"44816"	"30520"	"33184"	"15000"	"0.793"	"0.852"	"1.91"	"2.04"	"-5000"	"-5000"	"-55079"	"-58241"
"78139178-fb44-421e-9e1d-36f95f81e142"	"2024-01-29T22:15:27+00:00"	"97.5"	"45520"	"29688"	"32168"	"15000"	"0.762"	"0.817"	"1.915"	"2.047"	"-5000"	"-5000"	"-57483"	"-61011"
