"id"	"date"	"quantile"	"beads_fsc_small"	"beads_D1"	"beads_D2"	"width"	"notch_small_D1"	"notch_small_D2"	"notch_large_D1"	"notch_large_D2"	"offset_small_D1"	"offset_small_D2"	"offset_large_D1"	"offset_large_D2"
"23b54718-e63f-4604-b247-1329c07efc76"	"2024-02-14T00:53:32+00:00"	"2.5"	"51280"	"44512"	"39408"	"15000"	"0.966"	"0.866"	"1.64"	"1.637"	"-5000"	"-5000"	"-39587"	"-44537"
"23b54718-e63f-4604-b247-1329c07efc76"	"2024-02-14T00:53:32+00:00"	"50"	"52048"	"44064"	"38112"	"15000"	"0.943"	"0.828"	"1.635"	"1.632"	"-5000"	"-5000"	"-41034"	"-46830"
"23b54718-e63f-4604-b247-1329c07efc76"	"2024-02-14T00:53:32+00:00"	"97.5"	"52816"	"43616"	"36816"	"15000"	"0.92"	"0.792"	"1.63"	"1.627"	"-5000"	"-5000"	"-42474"	"-49116"
"56a8a883-324e-4ecb-a279-d2a7bbffbb62"	"2024-02-14T00:53:33+00:00"	"2.5"	"51040"	"45368"	"39136"	"15000"	"0.987"	"0.865"	"1.64"	"1.637"	"-5000"	"-5000"	"-38338"	"-44416"
"56a8a883-324e-4ecb-a279-d2a7bbffbb62"	"2024-02-14T00:53:33+00:00"	"50"	"51984"	"44432"	"37728"	"15000"	"0.951"	"0.822"	"1.635"	"1.632"	"-5000"	"-5000"	"-40562"	"-47110"
"56a8a883-324e-4ecb-a279-d2a7bbffbb62"	"2024-02-14T00:53:33+00:00"	"97.5"	"52928"	"43496"	"36320"	"15000"	"0.916"	"0.781"	"1.63"	"1.627"	"-5000"	"-5000"	"-42777"	"-49794"
"7591285b-5c58-49c3-8acc-26bb5acb8460"	"2024-02-14T00:53:33+00:00"	"2.5"	"52712"	"43712"	"39440"	"15000"	"0.924"	"0.843"	"1.64"	"1.637"	"-5000"	"-5000"	"-42736"	"-46850"
"7591285b-5c58-49c3-8acc-26bb5acb8460"	"2024-02-14T00:53:33+00:00"	"50"	"53384"	"43232"	"38192"	"15000"	"0.903"	"0.809"	"1.635"	"1.632"	"-5000"	"-5000"	"-44051"	"-48931"
"7591285b-5c58-49c3-8acc-26bb5acb8460"	"2024-02-14T00:53:33+00:00"	"97.5"	"54056"	"42752"	"36944"	"15000"	"0.883"	"0.776"	"1.63"	"1.627"	"-5000"	"-5000"	"-45359"	"-51005"
"167b7984-83f3-49a0-98d2-4e88ffb89f39"	"2024-02-14T00:53:33+00:00"	"2.5"	"52176"	"43196"	"39232"	"15000"	"0.924"	"0.848"	"1.64"	"1.637"	"-5000"	"-5000"	"-42373"	"-46180"
"167b7984-83f3-49a0-98d2-4e88ffb89f39"	"2024-02-14T00:53:33+00:00"	"50"	"52952"	"42632"	"37872"	"15000"	"0.9"	"0.81"	"1.635"	"1.632"	"-5000"	"-5000"	"-43945"	"-48546"
"167b7984-83f3-49a0-98d2-4e88ffb89f39"	"2024-02-14T00:53:33+00:00"	"97.5"	"53728"	"42068"	"36512"	"15000"	"0.876"	"0.773"	"1.63"	"1.627"	"-5000"	"-5000"	"-45509"	"-50903"
"66207446-1e57-44c0-b203-c9de733143e1"	"2024-02-14T00:53:33+00:00"	"2.5"	"52308"	"43400"	"41644"	"15000"	"0.925"	"0.892"	"1.64"	"1.637"	"-5000"	"-5000"	"-42385"	"-43984"
"66207446-1e57-44c0-b203-c9de733143e1"	"2024-02-14T00:53:33+00:00"	"50"	"53096"	"42856"	"39552"	"15000"	"0.901"	"0.839"	"1.635"	"1.632"	"-5000"	"-5000"	"-43956"	"-47101"
"66207446-1e57-44c0-b203-c9de733143e1"	"2024-02-14T00:53:33+00:00"	"97.5"	"53884"	"42312"	"37460"	"15000"	"0.878"	"0.788"	"1.63"	"1.627"	"-5000"	"-5000"	"-45519"	"-50209"
