"start_date"	"filter_id"
"2021-07-22T21:00:00+00:00"	"a8b7aee3-e0f5-4a89-8cd1-095023622776"
"2021-07-27T00:00:00+00:00"	"f4db83ff-5e86-425d-9095-0720b550e3e3"
"2021-07-27T16:00:00+00:00"	"484ff685-242b-4bd5-af24-86864f4650cf"
"2021-07-27T19:00:00+00:00"	"73a83ebc-528e-41a6-946d-0ddc82c27053"
"2021-07-29T11:00:00+00:00"	"d56a45ad-d570-45f2-a1e0-d15971428bdd"
